Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Venue,Margin,Season,Round.Type,Round.Number,,
15257,5/05/2018,R7,Essendon,10,7,67,Hawthorn,13,12,90,M.C.G.,-23,2018,Regular,7,,0
15258,5/05/2018,R7,West Coast,16,6,102,Port Adelaide,9,6,60,Perth Stadium,42,2018,Regular,7,,0
15259,5/05/2018,R7,Sydney,9,12,66,North Melbourne,9,14,68,S.C.G.,-2,2018,Regular,7,,0
15260,5/05/2018,R7,Adelaide,19,11,125,Carlton,10,10,70,Adelaide Oval,55,2018,Regular,7,,0
15261,6/05/2018,R7,Richmond,15,20,110,Fremantle,4,9,33,M.C.G.,77,2018,Regular,7,,0
15262,6/05/2018,R7,St Kilda,9,13,67,Melbourne,16,10,106,Docklands,-39,2018,Regular,7,,0
15263,6/05/2018,R7,Brisbane Lions,18,6,114,Collingwood,19,7,121,Gabba,-7,2018,Regular,7,,0
15264,11/05/2018,R8,Hawthorn,10,11,71,Sydney,12,7,79,M.C.G.,-8,2018,Regular,8,,0
15265,12/05/2018,R8,GWS,8,13,61,West Coast,12,14,86,Sydney Showground,-25,2018,Regular,8,,0
15266,12/05/2018,R8,Carlton,14,7,91,Essendon,10,18,78,M.C.G.,13,2018,Regular,8,,0
15267,12/05/2018,R8,Gold Coast,11,11,77,Melbourne,21,20,146,Gabba,-69,2018,Regular,8,,0
15268,12/05/2018,R8,Port Adelaide,14,11,95,Adelaide,14,6,90,Adelaide Oval,5,2018,Regular,8,,0
15269,12/05/2018,R8,Footscray,16,11,107,Brisbane Lions,14,9,93,Docklands,14,2018,Regular,8,,0
15270,12/05/2018,R8,Fremantle,13,11,89,St Kilda,8,11,59,Perth Stadium,30,2018,Regular,8,,0
15271,13/05/2018,R8,North Melbourne,11,6,72,Richmond,12,10,82,Docklands,-10,2018,Regular,8,,0
15272,13/05/2018,R8,Collingwood,5,15,45,Geelong,9,12,66,M.C.G.,-21,2018,Regular,8,,0
15273,18/05/2018,R9,Adelaide,9,9,63,Footscray,2,14,26,Adelaide Oval,37,2018,Regular,9,,0
15274,19/05/2018,R9,Gold Coast,6,6,42,Port Adelaide,11,16,82,Jiangwan Stadium,-40,2018,Regular,9,,0
15275,19/05/2018,R9,North Melbourne,17,10,112,GWS,9,15,69,Bellerive Oval,43,2018,Regular,9,,0
15276,19/05/2018,R9,Essendon,12,12,84,Geelong,7,8,50,M.C.G.,34,2018,Regular,9,,0
15277,19/05/2018,R9,St Kilda,10,12,72,Collingwood,15,10,100,Docklands,-28,2018,Regular,9,,0
15278,19/05/2018,R9,Sydney,17,9,111,Fremantle,7,10,52,S.C.G.,59,2018,Regular,9,,0
15279,20/05/2018,R9,Carlton,7,8,50,Melbourne,25,9,159,M.C.G.,-109,2018,Regular,9,,0
15280,20/05/2018,R9,Brisbane Lions,20,9,129,Hawthorn,11,7,73,Gabba,56,2018,Regular,9,,0
15281,20/05/2018,R9,West Coast,20,10,130,Richmond,12,11,83,Perth Stadium,47,2018,Regular,9,,0
15282,25/05/2018,R10,Collingwood,13,12,90,Footscray,8,7,55,Docklands,35,2018,Regular,10,,0
15283,26/05/2018,R10,Richmond,15,15,105,St Kilda,12,5,77,M.C.G.,28,2018,Regular,10,,0
15284,26/05/2018,R10,Brisbane Lions,6,13,49,Sydney,10,7,67,Gabba,-18,2018,Regular,10,,0
15285,26/05/2018,R10,Geelong,11,7,73,Carlton,5,15,45,Kardinia Park,28,2018,Regular,10,,0
15286,26/05/2018,R10,GWS,8,12,60,Essendon,14,11,95,Sydney Showground,-35,2018,Regular,10,,0
15287,27/05/2018,R10,Hawthorn,9,6,60,West Coast,11,9,75,Docklands,-15,2018,Regular,10,,0
15288,27/05/2018,R10,Melbourne,23,8,146,Adelaide,8,7,55,Traeger Park,91,2018,Regular,10,,0
15289,27/05/2018,R10,Fremantle,8,10,58,North Melbourne,12,14,86,Perth Stadium,-28,2018,Regular,10,,0
15290,1/06/2018,R11,Sydney,13,13,91,Carlton,9,7,61,S.C.G.,30,2018,Regular,11,,0
15291,2/06/2018,R11,Footscray,7,9,51,Melbourne,15,10,100,Docklands,-49,2018,Regular,11,,0
15292,2/06/2018,R11,Hawthorn,9,10,64,Port Adelaide,9,7,61,York Park,3,2018,Regular,11,,0
15293,2/06/2018,R11,Gold Coast,4,12,36,Geelong,17,19,121,Carrara,-85,2018,Regular,11,,0
15294,2/06/2018,R11,Essendon,6,7,43,Richmond,17,12,114,M.C.G.,-71,2018,Regular,11,,0
15295,2/06/2018,R11,West Coast,16,5,101,St Kilda,14,4,88,Perth Stadium,13,2018,Regular,11,,0
15296,3/06/2018,R11,North Melbourne,21,15,141,Brisbane Lions,12,15,87,Docklands,54,2018,Regular,11,,0
15297,3/06/2018,R11,Collingwood,21,12,138,Fremantle,12,5,77,M.C.G.,61,2018,Regular,11,,0
15298,3/06/2018,R11,Adelaide,11,15,81,GWS,14,13,97,Adelaide Oval,-16,2018,Regular,11,,0
15299,8/06/2018,R12,Port Adelaide,10,12,72,Richmond,8,10,58,Adelaide Oval,14,2018,Regular,12,,0
15300,9/06/2018,R12,Geelong,14,12,96,North Melbourne,8,11,59,Kardinia Park,37,2018,Regular,12,,0
15301,9/06/2018,R12,GWS,20,14,134,Gold Coast,4,2,26,Sydney Showground,108,2018,Regular,12,,0
15302,9/06/2018,R12,St Kilda,7,13,55,Sydney,19,12,126,Docklands,-71,2018,Regular,12,,0
15303,10/06/2018,R12,Brisbane Lions,8,14,62,Essendon,12,12,84,Gabba,-22,2018,Regular,12,,0
15304,10/06/2018,R12,Fremantle,10,11,71,Adelaide,9,14,68,Perth Stadium,3,2018,Regular,12,,0
15305,11/06/2018,R12,Melbourne,14,7,91,Collingwood,20,13,133,M.C.G.,-42,2018,Regular,12,,0
15306,14/06/2018,R13,Port Adelaide,20,12,132,Footscray,11,9,75,Adelaide Oval,57,2018,Regular,13,,0
15307,15/06/2018,R13,Sydney,10,12,72,West Coast,7,15,57,S.C.G.,15,2018,Regular,13,,0
15308,16/06/2018,R13,Carlton,6,10,46,Fremantle,15,13,103,Docklands,-57,2018,Regular,13,,0
15309,16/06/2018,R13,Gold Coast,11,12,78,St Kilda,11,14,80,Carrara,-2,2018,Regular,13,,0
15310,16/06/2018,R13,Hawthorn,12,16,88,Adelaide,4,8,32,M.C.G.,56,2018,Regular,13,,0
15311,17/06/2018,R13,Geelong,9,11,65,Richmond,12,11,83,M.C.G.,-18,2018,Regular,13,,0
15312,21/06/2018,R14,West Coast,6,16,52,Essendon,12,8,80,Perth Stadium,-28,2018,Regular,14,,0
15313,22/06/2018,R14,Port Adelaide,11,9,75,Melbourne,9,11,65,Adelaide Oval,10,2018,Regular,14,,0
15314,23/06/2018,R14,Hawthorn,13,18,96,Gold Coast,5,13,43,York Park,53,2018,Regular,14,,0
15315,23/06/2018,R14,Brisbane Lions,12,10,82,GWS,16,13,109,Gabba,-27,2018,Regular,14,,0
15316,23/06/2018,R14,Footscray,11,9,75,North Melbourne,12,5,77,Docklands,-2,2018,Regular,14,,0
15317,24/06/2018,R14,Collingwood,11,13,79,Carlton,9,5,59,M.C.G.,20,2018,Regular,14,,0
15318,28/06/2018,R15,Richmond,14,9,93,Sydney,11,1,67,Docklands,26,2018,Regular,15,,0
15319,29/06/2018,R15,Footscray,16,7,103,Geelong,15,11,101,Docklands,2,2018,Regular,15,,0
15320,30/06/2018,R15,Carlton,10,9,69,Port Adelaide,13,12,90,M.C.G.,-21,2018,Regular,15,,0
15321,30/06/2018,R15,Adelaide,12,16,88,West Coast,12,6,78,Adelaide Oval,10,2018,Regular,15,,0
15322,30/06/2018,R15,Gold Coast,8,12,60,Collingwood,14,15,99,Carrara,-39,2018,Regular,15,,0
15323,30/06/2018,R15,GWS,13,17,95,Hawthorn,13,6,84,Sydney Showground,11,2018,Regular,15,,0
15324,1/07/2018,R15,Melbourne,18,9,117,St Kilda,18,11,119,M.C.G.,-2,2018,Regular,15,,0
15325,1/07/2018,R15,Essendon,19,11,125,North Melbourne,16,12,108,Docklands,17,2018,Regular,15,,0
15326,1/07/2018,R15,Fremantle,9,10,64,Brisbane Lions,18,11,119,Perth Stadium,-55,2018,Regular,15,,0
15327,5/07/2018,R16,Sydney,9,5,59,Geelong,8,23,71,S.C.G.,-12,2018,Regular,16,,0
15328,6/07/2018,R16,Richmond,15,13,103,Adelaide,8,8,56,M.C.G.,47,2018,Regular,16,,0
15329,7/07/2018,R16,Brisbane Lions,18,12,120,Carlton,7,13,55,Gabba,65,2018,Regular,16,,0
15330,7/07/2018,R16,Port Adelaide,12,14,86,St Kilda,7,8,50,Adelaide Oval,36,2018,Regular,16,,0
15331,7/07/2018,R16,Footscray,9,5,59,Hawthorn,19,8,122,Docklands,-63,2018,Regular,16,,0
15332,7/07/2018,R16,Melbourne,13,24,102,Fremantle,7,6,48,Marrara Oval,54,2018,Regular,16,,0
15333,8/07/2018,R16,North Melbourne,14,11,95,Gold Coast,8,10,58,Docklands,37,2018,Regular,16,,0
15334,8/07/2018,R16,Essendon,9,8,62,Collingwood,12,6,78,M.C.G.,-16,2018,Regular,16,,0
15335,8/07/2018,R16,West Coast,13,8,86,GWS,10,15,75,Perth Stadium,11,2018,Regular,16,,0
15336,12/07/2018,R17,Adelaide,16,16,112,Geelong,14,13,97,Adelaide Oval,15,2018,Regular,17,,0
15337,13/07/2018,R17,St Kilda,16,20,116,Carlton,7,10,52,Docklands,64,2018,Regular,17,,0
15338,14/07/2018,R17,Hawthorn,9,11,65,Brisbane Lions,15,8,98,York Park,-33,2018,Regular,17,,0
15339,14/07/2018,R17,Melbourne,18,11,119,Footscray,10,9,69,M.C.G.,50,2018,Regular,17,,0
15340,14/07/2018,R17,Gold Coast,6,15,51,Essendon,13,17,95,Carrara,-44,2018,Regular,17,,0
15341,14/07/2018,R17,GWS,11,13,79,Richmond,10,17,77,Sydney Showground,2,2018,Regular,17,,0
15342,15/07/2018,R17,Collingwood,9,13,67,West Coast,15,12,102,M.C.G.,-35,2018,Regular,17,,0
15343,15/07/2018,R17,North Melbourne,15,8,98,Sydney,16,8,104,Docklands,-6,2018,Regular,17,,0
15344,15/07/2018,R17,Fremantle,8,11,59,Port Adelaide,7,8,50,Perth Stadium,9,2018,Regular,17,,0
15345,20/07/2018,R18,St Kilda,8,9,57,Richmond,16,15,111,Docklands,-54,2018,Regular,18,,0
15346,21/07/2018,R18,Collingwood,20,10,130,North Melbourne,9,10,64,M.C.G.,66,2018,Regular,18,,0
15347,21/07/2018,R18,Sydney,8,16,64,Gold Coast,12,16,88,S.C.G.,-24,2018,Regular,18,,0
15348,21/07/2018,R18,Essendon,13,21,99,Fremantle,11,4,70,Docklands,29,2018,Regular,18,,0
15349,21/07/2018,R18,Brisbane Lions,13,10,88,Adelaide,13,15,93,Gabba,-5,2018,Regular,18,,0
15350,21/07/2018,R18,Geelong,16,4,100,Melbourne,14,14,98,Kardinia Park,2,2018,Regular,18,,0
15351,22/07/2018,R18,Carlton,7,10,52,Hawthorn,18,16,124,Docklands,-72,2018,Regular,18,,0
15352,22/07/2018,R18,West Coast,14,16,100,Footscray,6,10,46,Perth Stadium,54,2018,Regular,18,,0
15353,22/07/2018,R18,Port Adelaide,8,10,58,GWS,11,14,80,Adelaide Oval,-22,2018,Regular,18,,0
15354,27/07/2018,R19,Essendon,15,19,109,Sydney,10,6,66,Docklands,43,2018,Regular,19,,0
15355,28/07/2018,R19,Richmond,16,9,105,Collingwood,12,5,77,M.C.G.,28,2018,Regular,19,,0
15356,28/07/2018,R19,Geelong,18,12,120,Brisbane Lions,11,12,78,Kardinia Park,42,2018,Regular,19,,0
15357,28/07/2018,R19,GWS,13,8,86,St Kilda,8,13,61,Sydney Showground,25,2018,Regular,19,,0
15358,28/07/2018,R19,Gold Coast,5,14,44,Carlton,12,7,79,Carrara,-35,2018,Regular,19,,0
15359,28/07/2018,R19,Adelaide,10,17,77,Melbourne,13,12,90,Adelaide Oval,-13,2018,Regular,19,,0
15360,29/07/2018,R19,North Melbourne,12,9,81,West Coast,6,5,41,Bellerive Oval,40,2018,Regular,19,,0
15361,29/07/2018,R19,Footscray,5,4,34,Port Adelaide,11,12,78,Eureka Stadium,-44,2018,Regular,19,,0
15362,29/07/2018,R19,Fremantle,7,11,53,Hawthorn,17,10,112,Perth Stadium,-59,2018,Regular,19,,0
15363,3/08/2018,R20,Richmond,12,13,85,Geelong,12,10,82,M.C.G.,3,2018,Regular,20,,0
15364,4/08/2018,R20,Hawthorn,16,11,107,Essendon,16,7,103,M.C.G.,4,2018,Regular,20,,0
15365,4/08/2018,R20,Brisbane Lions,16,8,104,North Melbourne,16,11,107,Gabba,-3,2018,Regular,20,,0
15366,4/08/2018,R20,Adelaide,13,18,96,Port Adelaide,14,9,93,Adelaide Oval,3,2018,Regular,20,,0
15367,4/08/2018,R20,Sydney,11,7,73,Collingwood,10,11,71,S.C.G.,2,2018,Regular,20,,0
15368,4/08/2018,R20,St Kilda,9,14,68,Footscray,15,13,103,Docklands,-35,2018,Regular,20,,0
15369,5/08/2018,R20,Carlton,7,4,46,GWS,23,13,151,Docklands,-105,2018,Regular,20,,0
15370,5/08/2018,R20,Melbourne,21,17,143,Gold Coast,7,5,47,M.C.G.,96,2018,Regular,20,,0
15371,5/08/2018,R20,West Coast,21,16,142,Fremantle,13,6,84,Perth Stadium,58,2018,Regular,20,,0
15372,10/08/2018,R21,Essendon,18,14,122,St Kilda,11,13,79,Docklands,43,2018,Regular,21,,0
15373,11/08/2018,R21,Hawthorn,10,11,71,Geelong,8,12,60,M.C.G.,11,2018,Regular,21,,0
15374,11/08/2018,R21,Gold Coast,7,9,51,Richmond,19,11,125,Carrara,-74,2018,Regular,21,,0
15375,11/08/2018,R21,Port Adelaide,9,4,58,West Coast,9,8,62,Adelaide Oval,-4,2018,Regular,21,,0
15376,11/08/2018,R21,GWS,15,16,106,Adelaide,13,14,92,Manuka Oval,14,2018,Regular,21,,0
15377,11/08/2018,R21,Collingwood,14,20,104,Brisbane Lions,11,7,73,Docklands,31,2018,Regular,21,,0
15378,12/08/2018,R21,North Melbourne,12,13,85,Footscray,13,14,92,Docklands,-7,2018,Regular,21,,0
15379,12/08/2018,R21,Melbourne,10,18,78,Sydney,13,9,87,M.C.G.,-9,2018,Regular,21,,0
15380,12/08/2018,R21,Fremantle,15,11,101,Carlton,10,12,72,Perth Stadium,29,2018,Regular,21,,0
15381,17/08/2018,R22,Richmond,12,9,81,Essendon,11,7,73,M.C.G.,8,2018,Regular,22,,0
15382,18/08/2018,R22,Collingwood,17,13,115,Port Adelaide,10,4,64,M.C.G.,51,2018,Regular,22,,0
15383,18/08/2018,R22,Geelong,24,14,158,Fremantle,3,7,25,Kardinia Park,133,2018,Regular,22,,0
15384,18/08/2018,R22,GWS,8,12,60,Sydney,11,14,80,Sydney Showground,-20,2018,Regular,22,,0
15385,18/08/2018,R22,St Kilda,11,10,76,Hawthorn,12,8,80,Docklands,-4,2018,Regular,22,,0
15386,18/08/2018,R22,Gold Coast,11,8,74,Brisbane Lions,10,18,78,Carrara,-4,2018,Regular,22,,0
15387,19/08/2018,R22,Carlton,7,7,49,Footscray,10,6,66,Docklands,-17,2018,Regular,22,,0
15388,19/08/2018,R22,West Coast,14,7,91,Melbourne,16,12,108,Perth Stadium,-17,2018,Regular,22,,0
15389,19/08/2018,R22,Adelaide,12,14,86,North Melbourne,11,11,77,Adelaide Oval,9,2018,Regular,22,,0
15390,24/08/2018,R23,Port Adelaide,13,11,89,Essendon,17,9,111,Adelaide Oval,-22,2018,Regular,23,,0
15391,25/08/2018,R23,Geelong,22,10,142,Gold Coast,5,10,40,Kardinia Park,102,2018,Regular,23,,0
15392,25/08/2018,R23,Richmond,15,8,98,Footscray,14,11,95,M.C.G.,3,2018,Regular,23,,0
15393,25/08/2018,R23,Fremantle,9,13,67,Collingwood,11,10,76,Perth Stadium,-9,2018,Regular,23,,0
15394,25/08/2018,R23,Carlton,8,13,61,Adelaide,26,9,165,Docklands,-104,2018,Regular,23,,0
15395,25/08/2018,R23,Sydney,10,14,74,Hawthorn,12,11,83,S.C.G.,-9,2018,Regular,23,,0
15396,26/08/2018,R23,Brisbane Lions,11,6,72,West Coast,14,14,98,Gabba,-26,2018,Regular,23,,0
15397,26/08/2018,R23,Melbourne,15,12,102,GWS,8,9,57,M.C.G.,45,2018,Regular,23,,0
15398,26/08/2018,R23,St Kilda,14,10,94,North Melbourne,17,15,117,Docklands,-23,2018,Regular,23,,0
15399,6/09/2018,QF,Richmond,13,17,95,Hawthorn,9,10,64,M.C.G.,31,2018,Finals,24,,0
15400,7/09/2018,EF,Melbourne,10,15,75,Geelong,6,10,46,M.C.G.,29,2018,Finals,24,,0
15401,8/09/2018,EF,GWS,10,19,79,Sydney,4,6,30,S.C.G.,49,2018,Finals,24,,0
15402,8/09/2018,QF,West Coast,12,14,86,Collingwood,10,10,70,Perth Stadium,16,2018,Finals,24,,0
15403,14/09/2018,SF,Melbourne,16,8,104,Hawthorn,10,11,71,M.C.G.,33,2018,Finals,25,,0
15404,15/09/2018,SF,Collingwood,9,15,69,GWS,9,5,59,M.C.G.,10,2018,Finals,25,,0
15405,21/09/2018,PF,Collingwood,15,7,97,Richmond,8,10,58,M.C.G.,39,2018,Finals,26,,0
15406,22/09/2018,PF,West Coast,18,13,121,Melbourne,7,13,55,Perth Stadium,66,2018,Finals,26,,0
15407,29/09/2018,GF,West Coast,11,13,79,Collingwood,11,8,74,M.C.G.,5,2018,Finals,27,,0
,,,,,,,,,,,,,,,,,4
